Signature,Block Time,Human Time,Action,From,To,Amount,Flow,Value,Decimals,Token Address, Multiplier
vyGK7ULC2GZP7S58EsLTYpS68JmmH5smzxrdbQwo2E5ZLXos2CYu4y236xsJEf3UJTBC7HFLHhx2Bgsp1m3J9Ty,1777011508,2026-04-24T06:18:28.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,3AVi9Tg9Uo68tJfuvoKvqKNWKkC5wPdSSdeBnizKZ6jT,150000,out,0.01285,9,SOL,1.0
YQKZSBu5i9iffGY1PGYGBHAZiGXeJFJY6Wy2BVdexTX1uiwBeBY9TzNSiPDQY9kuEgTSuKpzrjoQSrW29GTM92D,1777011508,2026-04-24T06:18:28.000Z,TRANSFER,5Ud5WJzs5xF8tcESbB5GwiUiZyVbKdS135iDtbaY9Jfa,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,34888474433,in,2.5703,6,9Vb8mRM1xBajHAYFFDwHdi9iEGSYhogTD8fTecLFo6f9,1.0
YQKZSBu5i9iffGY1PGYGBHAZiGXeJFJY6Wy2BVdexTX1uiwBeBY9TzNSiPDQY9kuEgTSuKpzrjoQSrW29GTM92D,1777011508,2026-04-24T06:18:28.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,5Ud5WJzs5xF8tcESbB5GwiUiZyVbKdS135iDtbaY9Jfa,30000000,out,2.5698,9,So11111111111111111111111111111111111111112,1.0
YQKZSBu5i9iffGY1PGYGBHAZiGXeJFJY6Wy2BVdexTX1uiwBeBY9TzNSiPDQY9kuEgTSuKpzrjoQSrW29GTM92D,1777011508,2026-04-24T06:18:28.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,cTG5oJLRujDcUnHhBfWYFnV2Fhkdj2bdsu8pvjxUbNY,30000000,out,2.5703,9,SOL,1.0
yMeUoKb9naSj5qQhpb4cK177QGgjnkeVb8HsirzdiL8WugBRis7FTkhH7mYr5Kunrc2cujBv4vTmgcUvrHYA2yM,1777011503,2026-04-24T06:18:23.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,ADaUMid9yfUytqMBgopwjb2DTLSokTSzL1zt6iGPaS49,150000,out,0.01285,9,SOL,1.0
HRKVJKn5gDXAeNr58doL5MMy71F7BpsaGW8732bUycYkgCWYnHpQnJr9FGHzGag8yYbAvoSGy2TsmBXD6F8uhXC,1777011503,2026-04-24T06:18:23.000Z,TRANSFER,9V6hF9szVMrws1WtzFHBcZusyBkpbvrGRjXQxoV61LHk,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,29294215207,in,2.5705,6,Dg5r6aevAV14uMZQueN8sKme3S2FPE3nJqXQKPnRRQED,1.0
HRKVJKn5gDXAeNr58doL5MMy71F7BpsaGW8732bUycYkgCWYnHpQnJr9FGHzGag8yYbAvoSGy2TsmBXD6F8uhXC,1777011503,2026-04-24T06:18:23.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,9V6hF9szVMrws1WtzFHBcZusyBkpbvrGRjXQxoV61LHk,30000000,out,2.5703,9,So11111111111111111111111111111111111111112,1.0
HRKVJKn5gDXAeNr58doL5MMy71F7BpsaGW8732bUycYkgCWYnHpQnJr9FGHzGag8yYbAvoSGy2TsmBXD6F8uhXC,1777011503,2026-04-24T06:18:23.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,cTG5oJLRujDcUnHhBfWYFnV2Fhkdj2bdsu8pvjxUbNY,30000000,out,2.5705,9,SOL,1.0
2k7ZYhj9nuePC6SoWBepYfMZJM2mEuYA2rZ1vkcb2eMXEX9GhTCQs4XJRm2MjrumyXxmJVFQHcL9CUnZKGNXU1qt,1777011219,2026-04-24T06:13:39.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,Cw8CFyM9FkoMi7K7Crf6HNQqf4uEMzpKw6QNghXLvLkY,150000,out,0.01286,9,SOL,1.0
upzXZHvZR89bM7s4p9aDezmtvdNSvYoYePGoovdGMmBHvHoBGYsanXk5dNHDbPEQz8pgAH6gm3mPafGvvdkcEN9,1777011219,2026-04-24T06:13:39.000Z,TRANSFER,8ZhEu2YJxs2j1Gs3PtViWRtpbqFJi6jtXykYRxmi6vbX,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,3870410332,in,2.5806,6,CGQvKedhchZNqrUMVv5Ty5YBd9JfsUk3KPHGSZ7C7Yyv,1.0
upzXZHvZR89bM7s4p9aDezmtvdNSvYoYePGoovdGMmBHvHoBGYsanXk5dNHDbPEQz8pgAH6gm3mPafGvvdkcEN9,1777011219,2026-04-24T06:13:39.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,8ZhEu2YJxs2j1Gs3PtViWRtpbqFJi6jtXykYRxmi6vbX,30000000,out,2.5704,9,So11111111111111111111111111111111111111112,1.0
upzXZHvZR89bM7s4p9aDezmtvdNSvYoYePGoovdGMmBHvHoBGYsanXk5dNHDbPEQz8pgAH6gm3mPafGvvdkcEN9,1777011219,2026-04-24T06:13:39.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,cTG5oJLRujDcUnHhBfWYFnV2Fhkdj2bdsu8pvjxUbNY,30000000,out,2.572,9,SOL,1.0
